Step,c_myRG2compute_poly1,c_myRG2compute_poly2,c_myRG2compute_poly3,c_myRG2compute_poly4,c_myRG2compute_poly5,c_myRG2compute_poly6,c_myRG2compute_poly7,c_myRG2compute_poly8,c_myRG2compute_poly9,c_myRG2compute_poly10,Temp,PotEng,KinEng,TotEng
1845000,1.5633553,1.6834395,1.0339092,1.8505188,1.9098607,1.0605428,1.6272676,2.3573418,2.0141814,1.3987164,0.95110089,0.39333374,1.4195181,1.8128518
1850000,1.5296697,2.0183362,1.1503632,1.8555587,1.8435071,1.2718007,1.588894,2.1629524,1.8627885,1.6057733,0.98116613,0.50117389,1.4643905,1.9655643
1855000,1.5190805,2.0117789,1.0692535,1.7591628,1.7982116,1.3426916,1.6694569,2.1073158,1.6022211,1.6263157,0.93872885,0.49329723,1.4010528,1.89435
1860000,1.3670452,1.9052966,1.3055473,1.7870703,1.6427895,1.2434121,1.8952191,2.0300424,1.784084,1.6663467,1.0381149,0.47879957,1.5493865,2.028186
1865000,1.4758214,1.8721065,1.2891098,1.8494337,1.4615925,1.2798249,1.6643963,1.9095801,1.711808,1.6381379,1.0197362,0.40842015,1.5219562,1.9303764
1870000,1.258473,1.7248696,1.2330682,1.9855648,1.629573,1.1059589,1.7378951,1.9372975,1.8310245,1.799847,0.92583498,0.44710946,1.3818087,1.8289182
1875000,1.4168043,1.8620159,1.001293,2.0079868,1.617871,1.1682137,1.6250802,2.0208883,1.6355978,1.7290988,0.99095169,0.4688004,1.4789954,1.9477958
1880000,1.4188898,1.5978626,0.9997874,2.136956,1.8119601,1.297053,1.6889264,1.9789055,1.7129,1.8276178,0.97189476,0.50034481,1.4505529,1.9508977
1885000,1.5524774,1.6097948,1.1433976,1.8093915,2.1175604,1.2661916,1.5771475,2.1281611,1.6901361,1.7234995,1.0269651,0.41749028,1.5327454,1.9502357
1890000,1.5358343,1.9421999,1.2120773,1.8596703,2.1165888,1.4031085,1.3763881,2.1532477,2.0027828,1.6098586,0.95706669,0.4006057,1.428422,1.8290277
1895000,1.6454158,1.9935901,1.4834363,1.9618682,1.990045,1.2903734,1.284547,2.0326611,1.7573398,1.6030761,1.0649337,0.4989503,1.5894135,2.0883638
1900000,1.3501202,2.1269065,1.2736849,2.1778729,1.9993989,1.2793514,1.3169678,2.0335745,1.7383326,1.6010782,1.0427251,0.5883706,1.5562672,2.1446378
1905000,1.4153565,1.856114,1.1933979,2.2135709,1.9182357,1.080338,1.4654961,2.1647573,1.7615638,1.6844112,1.00687,0.54247063,1.5027535,2.0452241
1910000,1.6957356,2.0522854,1.3732676,2.2447182,1.9036467,0.8950009,1.4925655,2.1351146,1.4644328,1.8621919,0.95467329,0.47714193,1.4248499,1.9019918
1915000,1.7680278,2.179977,1.4648781,2.2514754,1.7402879,0.89699827,1.812793,2.3585886,1.3579128,1.7928983,0.94288272,0.45177855,1.4072525,1.859031
1920000,1.7953329,1.8778402,1.4276153,2.2204702,1.7093793,0.98242979,1.72136,2.2888768,1.3572826,1.8050127,0.86893581,0.46376897,1.2968867,1.7606557
1925000,1.5270155,1.916529,1.6550543,2.213571,1.6368538,0.95256105,1.495995,2.2503237,1.3920061,1.8075842,0.97443599,0.42408905,1.4543457,1.8784348
1930000,1.5663975,1.9392689,1.7242699,2.2051178,1.7319565,1.0066259,1.4601195,2.2370358,1.3327296,1.7531215,0.90133541,0.54053397,1.3452431,1.8857771
1935000,1.7940881,1.7737349,1.5780386,2.2632187,1.5732886,1.195164,1.2698863,2.5667865,1.3564969,1.8559997,0.97246767,0.52307811,1.451408,1.9744861
1945000,1.7782325,1.6817952,1.4027691,2.2432894,1.4693062,1.2383954,1.2778482,2.553248,1.4880034,1.6526205,0.91564558,0.44936025,1.366601,1.8159613
1950000,1.7783664,1.83137,1.3933186,2.0692893,1.2717603,1.2976115,1.1392707,2.7103841,1.5437679,1.8883781,1.0974322,0.52351226,1.6379175,2.1614298
1955000,1.8092249,1.9835343,1.2214413,2.0568765,1.2129707,1.2672143,1.1754497,2.5250787,1.6102362,2.2173838,1.0314533,0.45374589,1.5394441,1.99319
1960000,1.7145943,1.9963078,1.2145991,2.2131028,1.2307779,1.3058058,1.2979522,2.4515956,1.3697179,2.1081727,1.0782314,0.46125651,1.6092604,2.0705169
1965000,1.7211157,1.976432,1.0836327,2.0918173,1.1760398,1.4324227,1.4030224,2.3424166,1.547551,2.0947927,1.0083534,0.43789519,1.5049674,1.9428626
1970000,1.7332835,1.7979803,1.3995105,1.9982795,1.3616711,1.460147,1.7561361,2.6014491,1.5142336,2.0298088,0.97490362,0.50823486,1.4550437,1.9632785
1975000,1.558088,1.7358587,1.4607253,2.3053571,1.4462333,1.4492072,1.5485255,2.5936425,1.3559422,1.9529003,0.93722454,0.624603,1.3988076,2.0234106
1980000,1.7880995,1.8138691,1.4788824,2.1539055,1.5453384,1.0880239,1.3954812,2.557825,1.3227107,1.9938668,1.1169236,0.44908901,1.6670084,2.1160974
1990000,1.640559,1.5065732,1.3832522,2.1463639,1.7313361,1.2528677,1.4069999,2.5776493,1.3819662,2.1215107,1.0170639,0.51617802,1.5179678,2.0341458
1995000,1.9622767,1.5761078,1.3619391,2.1032358,1.7672778,1.5791208,1.3815315,2.7862909,1.521,2.0256836,1.0852044,0.459915,1.6196675,2.0795825
2000000,2.0748931,1.5444706,1.4298255,2.0271933,1.9820861,1.6647533,1.2954582,2.7316771,1.4689018,1.9117652,0.98393325,0.47944387,1.4685204,1.9479643
