Step,Temp,PotEng,KinEng,TotEng,Press,Density,c_MSD[1],c_MSD[2],c_MSD[3]
4212,1.9989296,0.46150206,2.9834024,3.4449044,0.029747567,0.025,497.66556,515.37144,510.76924
4238,1.9979668,0.53538017,2.9819654,3.5173456,0.028352843,0.025,503.82065,521.74692,517.10555
4240,1.9980764,0.54626245,2.9823435,3.528606,0.028152211,0.025,504.77883,522.73882,518.09116
4265,2.0012556,0.55042516,2.986874,3.5372991,0.027833311,0.025,510.32739,528.48188,523.79144
4266,2.0013607,0.54823677,2.9870309,3.5352676,0.027852365,0.025,510.56918,528.73221,524.03955
4292,2.0016902,0.47042826,2.9875227,3.4579509,0.028697241,0.025,516.83611,535.22425,530.4635
4296,2.0012661,0.46252143,2.9868896,3.4494111,0.028790002,0.025,517.79645,536.21984,531.44709
4319,1.998845,0.46926434,2.9832761,3.4525404,0.028754105,0.025,523.32506,541.95406,537.10956
4320,1.9987844,0.47116981,2.9831858,3.4543556,0.028735161,0.025,523.5664,542.20445,537.35684
4346,2.0001671,0.50449374,2.9852495,3.4897432,0.028442846,0.025,529.88339,548.76023,543.83571
4350,2.0005911,0.50008575,2.9860233,3.486109,0.028496655,0.025,531.10418,550.02758,545.08965
4373,2.0004895,0.4687438,2.9857306,3.4544745,0.028777335,0.025,536.47295,555.60108,550.612
4400,1.9984925,0.50241531,2.9827501,3.4851654,0.028344071,0.025,543.08803,562.45947,557.43051
4427,2.0004888,0.53293737,2.9857296,3.5186669,0.028230802,0.025,549.79679,569.39773,564.35233
4430,2.0008432,0.52914429,2.9862585,3.5154028,0.028311095,0.025,550.54606,570.1718,565.12518
4454,2.0015526,0.4732238,2.9873172,3.460541,0.029185247,0.025,556.53404,576.35512,571.29539
4481,1.999203,0.4652982,2.9838105,3.4491087,0.02927138,0.025,563.26415,583.30526,578.21389
4484,1.9990516,0.4695546,2.9835846,3.4531392,0.02920349,0.025,564.01526,584.0812,578.98489
4508,1.9988247,0.51448702,2.9832459,3.4977329,0.028466126,0.025,570.0688,590.33738,585.1898
4535,2.1630051,7.5002967,3.2282852,10.728582,-0.091832963,0.025,575.62386,596.085,590.96174
4536,2.1626116,7.2581377,3.2276978,10.485836,-0.087602718,0.025,575.75503,596.22088,591.10344
4562,2.0993307,2.1167018,3.133251,5.2499528,0.0035407897,0.025,577.98796,598.53697,593.69605
4589,2.0126488,0.062126974,3.0038783,3.0660053,0.045068648,0.025,579.22965,599.8286,595.4918
4590,2.0095299,0.052557402,2.9992234,3.0517808,0.045526787,0.025,579.26948,599.87007,595.55555
4616,1.9551094,0.63481714,2.9180008,3.5528179,0.038123342,0.025,580.31698,600.9601,597.30992
4643,1.888113,4.0505684,2.8180087,6.8685771,-0.018223582,0.025,581.8463,602.54734,599.71979
4644,1.8866399,4.2219962,2.8158101,7.0378063,-0.021071219,0.025,581.92598,602.62992,599.83383
4670,2.0182168,0.94275934,3.0121886,3.954948,0.038567742,0.025,585.14475,605.95826,603.82526
4697,1.9913025,0.52309141,2.9720189,3.4951104,0.033003713,0.025,589.27607,610.21855,608.75037
4724,2.1635021,11.152081,3.2290268,14.381108,-0.16365927,0.025,593.4882,614.56785,614.00066
4725,2.1679251,10.8948,3.2356282,14.130428,-0.15941435,0.025,593.62422,614.70856,614.18811
