Step,Temp,PotEng,KinEng,TotEng,Press,Density,c_MSD[1],c_MSD[2],c_MSD[3]
3888,1.8562056,0.39184558,2.7703868,3.1622324,0.028457813,0.025,427.80066,442.99109,439.0324
3914,2.1125986,0.42478727,3.1530534,3.5778407,0.034485463,0.025,433.46095,448.8484,444.86592
3919,2.1427687,0.4282508,3.1980822,3.626333,0.034968839,0.025,434.60164,450.02963,446.04323
3941,2.0709847,0.45110124,3.0909447,3.5420459,0.031097606,0.025,439.63833,455.24953,451.24907
3943,2.0585693,0.45476242,3.0724146,3.5271771,0.030544539,0.025,440.09237,455.72043,451.7189
3968,1.9233956,0.51462306,2.870668,3.385291,0.024299034,0.025,445.69985,461.53979,457.52371
3970,1.9189932,0.52604901,2.8591227,3.3851718,0.023718739,0.025,446.81375,462.69632,458.67598
3995,2.058182,0.54148667,3.0718367,3.6133234,0.027000004,0.025,451.80015,467.87335,463.82181
3997,2.0848344,0.54097892,3.1116154,3.6525943,0.027742367,0.025,452.26792,468.35886,464.30321
4022,2.1954948,0.53410437,3.276776,3.8108804,0.032106566,0.025,458.30925,474.62538,470.49922
4049,1.8769346,0.4796746,2.8013249,3.2809995,0.026848442,0.025,464.53567,481.07797,476.85516
4050,1.8795842,0.47233531,2.8101002,3.2824355,0.027245577,0.025,464.98347,481.54194,477.3118
4076,2.0511304,0.3845776,3.0613121,3.4458897,0.034166002,0.025,470.6679,487.43076,483.11131
4080,2.0746315,0.37414793,3.1036575,3.4778054,0.035139064,0.025,471.83047,488.63473,484.29857
4103,2.0290405,0.38373184,3.028343,3.4120748,0.033198203,0.025,476.9778,493.96281,489.56005
4105,2.006654,0.38875194,2.9949311,3.3836831,0.032441567,0.025,477.44098,494.44206,490.03387
4130,1.7416782,0.46147552,2.5994548,3.0609303,0.022876876,0.025,483.03305,500.22682,495.75923
4157,2.0800679,0.47106171,3.1045014,3.5755631,0.029566318,0.025,489.2127,506.62092,502.10014
4159,2.0917789,0.46994614,3.1219801,3.5919262,0.029778321,0.025,489.69528,507.12048,502.59608
4184,2.0084372,0.50929838,2.9975925,3.5068908,0.026577787,0.025,495.7401,513.38155,508.81777
4189,1.966911,0.52663687,2.9356146,3.4622515,0.025375758,0.025,496.93353,514.6182,510.04757
4211,1.8952593,0.56459338,2.8286745,3.3932679,0.024210563,0.025,502.12677,519.99942,515.39834
4213,1.9050685,0.56247053,2.8433148,3.4057853,0.024647971,0.025,502.60006,520.48974,515.8856
4238,2.2484877,0.46520497,3.3558679,3.8210729,0.036826399,0.025,508.74339,526.85123,522.19934
4240,2.2667976,0.43913704,3.407252,3.846389,0.038391742,0.025,510.02522,529.77067,525.09184
4265,2.0116925,0.3690565,3.0024511,3.3715076,0.033029641,0.025,515.53643,533.87957,529.15898
4267,1.9901038,0.36800049,2.97023,3.3382305,0.032470627,0.025,516.01601,534.37554,531.11132
